,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n
410301,rVpXVQEU/,rVpXVQEU91,91,70,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2013-2014/monaco-paris-sg-rVpXVQEU/,True,2014-02-09,F1,2014,france,AS Monaco,Paris Saint-Germain,1,1,3.8,3.35,2.38,,,,
410310,rVpXVQEU/,rVpXVQEU100,100,73,Hand ball by Zlatan Ibrahimovic (Paris Saint Germain).,10,,2,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2013-2014/monaco-paris-sg-rVpXVQEU/,True,2014-02-09,F1,2014,france,AS Monaco,Paris Saint-Germain,1,1,3.8,3.35,2.38,,,,
410313,rVpXVQEU/,rVpXVQEU103,103,81,"Offside, Paris Saint Germain. JA©rA©my Menez tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,jeremy menez,,,,,0,,,0,,0,/soccer/france/ligue-1-2013-2014/monaco-paris-sg-rVpXVQEU/,True,2014-02-09,F1,2014,france,AS Monaco,Paris Saint-Germain,1,1,3.8,3.35,2.38,,,,
410322,rVpXVQEU/,rVpXVQEU112,112,90,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Yohan Cabaye with a cross.,1,12.0,2,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,yohan cabaye,,,5.0,1.0,0,3.0,2.0,2,1.0,0,/soccer/france/ligue-1-2013-2014/monaco-paris-sg-rVpXVQEU/,True,2014-02-09,F1,2014,france,AS Monaco,Paris Saint-Germain,1,1,3.8,3.35,2.38,,,,
411703,dxmwu4io/,dxmwu4io3,3,4,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is blocked. Assisted by Ezequiel Lavezzi.,1,12.0,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,ezequiel lavezzi,,,2.0,3.0,0,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
411707,dxmwu4io/,dxmwu4io7,7,8,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the right side of the six yard box misses to the left.,1,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,8.0,2.0,0,12.0,1.0,0,1.0,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
411713,dxmwu4io/,dxmwu4io13,13,18,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
411719,dxmwu4io/,dxmwu4io19,19,26,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
411722,dxmwu4io/,dxmwu4io22,22,28,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from a difficult angle and long range on the left is saved in the centre of the goal. Assisted by Lucas Digne.,1,12.0,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,lucas digne,,,5.0,1.0,0,6.0,1.0,1,1.0,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
411730,dxmwu4io/,dxmwu4io30,30,32,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked. Assisted by Ezequiel Lavezzi.,1,12.0,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,ezequiel lavezzi,,,2.0,3.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
411738,dxmwu4io/,dxmwu4io38,38,39,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
411748,dxmwu4io/,dxmwu4io48,48,50,"Goal!  Paris Saint Germain 2, Valenciennes 0. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box to the top right corner. Assisted by Yohan Cabaye.",1,12.0,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,yohan cabaye,,,13.0,1.0,1,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
411752,dxmwu4io/,dxmwu4io52,52,53,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
411755,dxmwu4io/,dxmwu4io55,55,57,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is close, but misses to the left. Assisted by Gregory Van der Wiel with a cross.",1,12.0,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,gregory van der wiel,,,8.0,2.0,0,3.0,1.0,2,1.0,0,/soccer/france/ligue-1-2013-2014/paris-sg-valenciennes-dxmwu4io/,True,2014-02-14,F1,2014,france,Paris Saint-Germain,Valenciennes,3,0,1.24,8.3,20.06,,,,
419875,U7GAoRVE/,U7GAoRVE29,29,32,"Goal!  Toulouse 0, Paris Saint Germain 1. Zlatan Ibrahimovic (Paris Saint Germain) converts the penalty with a right footed shot to the centre of the goal.",1,,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,,,,5.0,1.0,1,14.0,1.0,0,2.0,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419879,U7GAoRVE/,U7GAoRVE33,33,35,Hand ball by Zlatan Ibrahimovic (Paris Saint Germain).,10,,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419908,U7GAoRVE/,U7GAoRVE62,62,65,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the top centre of the goal.,1,,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,,,,11.0,1.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419910,U7GAoRVE/,U7GAoRVE64,64,66,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) header from the left side of the box is high and wide to the left. Assisted by Thiago Motta with a cross following a corner.,1,12.0,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,thiago motta,,,6.0,2.0,0,9.0,3.0,2,3.0,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419915,U7GAoRVE/,U7GAoRVE69,69,68,"Goal!  Toulouse 1, Paris Saint Germain 3. Zlatan Ibrahimovic (Paris Saint Germain) header from the centre of the box to the top right corner. Assisted by Yohan Cabaye with a cross following a set piece situation.",1,12.0,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,yohan cabaye,,,13.0,1.0,1,3.0,3.0,2,2.0,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419924,U7GAoRVE/,U7GAoRVE78,78,78,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the left wing.,8,,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,,,,,,0,4.0,,0,,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419925,U7GAoRVE/,U7GAoRVE79,79,78,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) header from the centre of the box is saved in the top centre of the goal. Assisted by Yohan Cabaye with a cross.,1,12.0,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,yohan cabaye,,,11.0,1.0,0,3.0,3.0,2,1.0,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419933,U7GAoRVE/,U7GAoRVE87,87,87,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419934,U7GAoRVE/,U7GAoRVE88,88,88,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419936,U7GAoRVE/,U7GAoRVE90,90,89,"Penalty saved! Zlatan Ibrahimovic (Paris Saint Germain) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,,,,5.0,1.0,0,14.0,1.0,0,2.0,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
419937,U7GAoRVE/,U7GAoRVE91,91,89,"Goal!  Toulouse 2, Paris Saint Germain 4. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from very close range to the bottom right corner following a set piece situation.",1,,2,Paris Saint-Germain,Toulouse,zlatan ibrahimovic,,,,4.0,1.0,1,13.0,1.0,0,2.0,0,/soccer/france/ligue-1-2013-2014/toulouse-paris-sg-U7GAoRVE/,True,2014-02-23,F1,2014,france,Toulouse,Paris Saint-Germain,2,4,7.9,4.6,1.56,,,,
423703,69Pgys87/,69Pgys8729,29,27,"Offside, Paris Saint Germain. Marco Verratti tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,marco verratti,,,,,0,,,0,,0,/soccer/france/ligue-1-2013-2014/paris-sg-marseille-69Pgys87/,True,2014-03-02,F1,2014,france,Paris Saint-Germain,Marseille,2,0,1.36,5.8,12.0,,,,
423725,69Pgys87/,69Pgys8751,51,44,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) header from the centre of the box is close, but misses to the right. Assisted by Ezequiel Lavezzi with a cross.",1,12.0,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,ezequiel lavezzi,,,9.0,2.0,0,3.0,3.0,2,1.0,0,/soccer/france/ligue-1-2013-2014/paris-sg-marseille-69Pgys87/,True,2014-03-02,F1,2014,france,Paris Saint-Germain,Marseille,2,0,1.36,5.8,12.0,,,,
